,0,1,2,3,4,5,6,filename,label,ID
0,4.026953531,-0.608236678,0.566733454,-1.051288354,0.803557418,1.805054406,-0.594369049,blues.00081.au,blues,1
1,-2.288697134,-2.083999593,-2.340752156,-0.889807938,-1.537855799,0.361692557,-0.629180303,blues.00022.au,blues,1
2,-0.304840225,-4.848809454,5.835976202,0.638215294,-1.858787941,-1.335609354,0.216847876,blues.00031.au,blues,1
3,-1.202616965,-3.200435192,1.346796446,3.068769905,-1.568630317,0.593283801,-0.582737514,blues.00012.au,blues,1
4,1.258426327,-0.904787793,0.054734462,1.670181011,-1.346010067,-0.122401381,-1.067909986,blues.00056.au,blues,1
5,2.179302283,-0.914771861,-0.256224132,-0.738248443,-0.065676134,0.669020213,-0.65142707,blues.00058.au,blues,1
6,4.077195079,-0.906447954,1.095161135,1.839121023,0.362187493,-0.673878249,0.945564943,blues.00066.au,blues,1
7,3.273989743,-0.611435005,0.009628498,1.398481085,-1.343575015,1.101021819,-0.646474238,blues.00060.au,blues,1
8,-3.429182774,-2.216165,-2.196448402,-0.874101976,-1.389963878,0.736751656,0.038576142,blues.00025.au,blues,1
9,-2.754460091,-1.635246949,-2.406129467,1.831950012,-2.516970452,-0.587526501,0.691145028,blues.00014.au,blues,1
10,-4.235537431,-3.334756327,-2.49270406,-2.853023184,-2.341455384,-0.734421523,-1.183616579,blues.00093.au,blues,1
11,0.048284592,-2.610378946,1.209188182,-0.708541906,-2.7720181,0.837311778,-1.477334417,blues.00097.au,blues,1
12,4.173978055,-0.776305035,1.365129429,2.039405191,-0.95970308,-1.390035925,-0.977397374,blues.00040.au,blues,1
13,-1.592116153,-4.42699704,1.771544972,0.561909879,-0.029663461,-1.501057452,-1.64474533,blues.00096.au,blues,1
14,0.361824413,-2.231031243,0.252828342,0.7270363,-2.182697708,0.84113355,-0.225307573,blues.00095.au,blues,1
15,4.226826399,-0.483290993,0.556681694,1.909987496,2.2653721,-1.24632553,-0.332479406,blues.00068.au,blues,1
16,4.369432492,-0.731498164,0.412112269,-2.545720939,1.946492586,-0.520254249,0.0663722,blues.00071.au,blues,1
17,2.329406413,-1.098172249,0.746373748,-0.492828016,-0.445944078,1.74158141,-0.842507601,blues.00080.au,blues,1
18,-1.08354241,-1.799553847,-0.836862851,-1.128717033,-1.708975489,-0.267423934,-1.281731853,blues.00094.au,blues,1
19,-0.182973393,-3.426648918,4.232626345,-0.303991735,-1.85488066,-1.62953394,1.034779061,blues.00029.au,blues,1
20,4.160889989,-1.069042261,0.743454341,1.787530445,1.754034213,-0.489232077,-0.761536577,blues.00067.au,blues,1
21,-0.159367379,-4.890052129,6.702009313,0.348713279,-1.517214654,-2.427597307,-0.887071469,blues.00033.au,blues,1
22,-0.020960148,-1.368220243,-1.850208025,-2.357317299,-0.812099276,-1.064694438,-0.558867218,blues.00001.au,blues,1
23,4.298190847,-0.217802066,0.44571704,-0.144406255,0.141953465,-0.198986829,-0.62394904,blues.00098.au,blues,1
24,0.169761829,-2.17873423,0.259281253,2.218533002,-1.108055678,-0.248930148,-1.517279091,blues.00087.au,blues,1
25,4.318643843,0.926362865,-0.897444579,0.754728758,-0.128558678,0.886424534,-0.793431048,blues.00083.au,blues,1
26,2.608980482,-0.126750654,-1.096268386,0.719522656,-0.292690088,0.922080174,-0.742819522,blues.00055.au,blues,1
27,4.278044824,0.045026703,0.294194255,-1.436603855,-0.402167315,0.825734192,-0.751887899,blues.00077.au,blues,1
28,4.739307641,1.401520206,-0.613027406,-0.343454774,-0.069293005,-0.289970586,-0.507126293,blues.00076.au,blues,1
29,-0.060582362,-3.449278688,1.766658822,-0.42486665,-1.849021378,-2.037391479,-1.692759129,blues.00049.au,blues,1
30,-2.302331615,-2.516400163,0.238656937,2.233915578,-0.90510987,-0.664745745,-0.707077406,blues.00011.au,blues,1
31,3.326464165,-1.010247767,0.473441264,-0.179222284,-0.501114041,-0.414343511,-0.410642777,blues.00048.au,blues,1
32,2.754974621,-0.234965819,-0.689003099,-0.724317366,-0.073862997,1.667936269,0.400099511,blues.00053.au,blues,1
33,4.68389629,-0.760409938,1.215549918,-2.443039129,2.372306735,-0.484928949,-0.015756711,blues.00064.au,blues,1
34,3.60159853,-0.626406706,-0.819409325,-1.019082776,-0.138633125,1.502734579,-0.219512598,blues.00051.au,blues,1
35,-1.082892738,-2.623200819,-0.615949985,-0.535899238,-1.443374834,-0.4246574,0.395622944,blues.00013.au,blues,1
36,2.54124949,-1.319612989,1.640109938,-0.09166783,-2.991041511,-1.553655428,-1.081865734,blues.00045.au,blues,1
37,3.434523873,0.686071849,-0.963672445,-0.111281263,-1.061018998,0.094940016,-0.287391082,blues.00075.au,blues,1
38,3.917084911,-0.643458761,0.862586553,-0.050920427,0.268519959,0.77759766,-0.62422532,blues.00082.au,blues,1
39,-1.573598366,-2.875771444,-1.12247092,-2.790158004,-2.135534545,0.451119068,-0.437792874,blues.00091.au,blues,1
40,0.437452016,-4.548298591,6.533877265,-0.842732958,-1.945116128,-0.879722314,0.556323856,blues.00035.au,blues,1
41,1.837382509,-0.88047076,-0.280759582,-1.490991372,-1.084816055,1.378143061,-0.520309114,blues.00057.au,blues,1
